@relation Temperatura

@attribute temperaturaMS1 numeric
@attribute temperaturaMS2 numeric
@attribute temperaturaMS3 numeric
@attribute temperaturaMS4 numeric
@attribute temperaturaMS5 numeric
@attribute temperaturaMS6 numeric
@attribute temperaturaMS7 numeric
@attribute temperaturaMS8 numeric
@attribute temperaturaMS9 numeric
@attribute temperaturaMS10 numeric
@attribute temperaturaMS11 numeric
@attribute temperaturaMS12 numeric
@attribute temperaturaMS13 numeric
@attribute temperaturaMS14 numeric
@attribute temperaturaMS15 numeric
@attribute temperaturaMS16 numeric
@attribute temperaturaMS17 numeric
@attribute temperaturaMS18 numeric
@attribute temperaturaMS19 numeric
@attribute temperaturaMS20 numeric
@attribute temperaturaMS21 numeric
@attribute temperaturaMS22 numeric
@attribute temperaturaMS23 numeric
@attribute temperaturaMS24 numeric
@attribute temperaturaMS25 numeric
@attribute temperaturaMG {-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45}

@data
16,16,16,16,16,17,18,21,23,24,25,25,25,25,23,21,19,18,17,16,16,16,16,16,15,28
17,17,16,17,19,22,24,26,27,29,29,30,30,29,27,25,23,22,21,20,19,18,18,18,18,32
17,17,17,17,18,19,22,25,27,27,29,30,29,28,27,25,23,21,20,19,18,18,17,17,17,32
17,15,16,17,18,20,22,23,24,25,25,24,24,23,22,20,19,18,18,18,17,16,15,15,14,25
18,18,18,18,19,20,23,25,26,26,27,27,27,26,24,23,21,20,20,19,19,19,18,18,18,28
16,17,17,17,18,19,23,25,27,28,29,29,28,27,27,25,22,21,20,19,19,18,17,17,17,30
18,18,18,19,20,23,24,24,25,25,24,23,23,23,22,20,19,19,19,19,19,19,19,18,18,25
14,14,14,17,19,21,23,24,25,25,26,27,27,26,24,23,21,20,19,19,18,18,17,16,16,28
18,18,18,18,19,20,21,24,25,25,25,25,24,23,22,21,20,20,19,19,19,19,19,18,18,25
19,18,18,18,19,20,21,21,23,24,25,24,24,23,22,20,20,19,19,19,19,19,18,18,18,26
18,18,18,20,22,24,23,25,25,26,26,26,25,24,23,21,20,20,20,19,19,19,19,18,18,26
14,14,15,18,20,22,24,25,26,26,27,25,24,24,25,24,21,20,19,18,17,17,16,16,16,26
18,18,18,19,19,20,20,24,26,27,27,27,26,25,24,22,21,20,20,19,19,19,19,19,19,27
16,16,16,17,18,20,22,23,24,25,26,26,26,25,24,22,20,19,18,18,18,17,17,17,17,28
17,18,17,18,18,19,21,22,25,25,26,27,26,26,25,23,21,20,19,19,19,18,18,18,18,27
16,16,17,17,19,21,22,24,25,26,27,28,28,27,25,23,21,20,19,18,17,17,17,17,17,30
16,16,16,17,17,18,21,22,23,24,24,24,24,23,21,19,18,18,18,17,17,17,17,16,16,25
15,16,16,19,21,23,24,26,27,28,28,29,29,29,27,25,23,22,21,20,19,19,19,19,18,32
17,17,17,17,19,20,22,24,26,26,27,27,27,27,26,24,22,20,19,18,17,17,18,17,17,30
16,15,16,19,21,23,25,26,27,27,28,28,28,28,26,24,23,21,21,20,19,19,19,18,18,31
19,19,18,19,19,19,22,23,25,25,25,26,25,24,23,22,21,20,19,18,19,19,19,18,18,27
18,18,18,19,19,23,27,28,28,29,28,27,27,26,24,23,21,20,19,19,19,19,18,17,16,27
18,18,18,18,18,18,19,19,19,19,19,20,20,20,19,19,19,18,18,18,18,18,17,17,17,25
17,17,17,18,19,22,24,25,27,28,29,29,29,29,28,26,24,22,21,20,19,18,17,18,18,32
17,17,17,18,18,19,21,23,25,25,26,24,23,23,22,20,19,18,18,18,18,17,17,17,17,25
18,17,17,18,20,22,23,24,25,26,26,26,25,24,23,22,20,19,19,19,19,18,18,18,18,27
18,17,17,18,18,21,23,24,25,26,26,25,25,24,23,21,20,19,18,19,17,18,18,17,17,25
15,15,15,16,16,18,20,22,23,24,25,25,25,24,22,20,18,17,17,16,16,16,16,16,15,26
17,17,17,18,21,21,23,23,24,24,23,22,22,21,20,20,19,19,19,19,19,18,18,18,18,25
16,16,16,16,17,18,21,23,23,24,26,26,26,25,24,22,20,19,18,17,16,16,15,15,14,29
18,18,18,19,20,22,24,24,24,25,25,25,24,24,22,20,19,19,19,19,19,19,18,18,18,25
15,15,15,16,17,21,23,24,26,26,25,26,26,25,24,22,20,19,18,17,17,16,16,15,16,28
16,16,17,17,18,20,22,25,27,28,29,29,29,28,27,25,23,21,20,19,18,18,17,17,16,30
19,19,19,20,20,22,22,23,24,24,26,25,23,22,22,21,20,19,19,19,19,18,18,18,18,25
18,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,17,17,25
13,13,13,17,18,20,21,23,24,25,25,24,24,24,22,21,20,18,17,16,17,16,16,16,15,29
16,16,17,18,19,21,23,25,26,28,28,29,28,28,25,24,22,21,20,19,18,18,17,17,17,31
18,18,18,18,18,18,18,19,19,19,19,20,20,20,19,19,19,19,18,18,18,18,18,18,18,25
18,18,18,18,19,21,21,21,22,25,25,24,24,23,22,21,20,19,19,19,19,19,18,18,18,26
16,16,16,17,19,21,24,26,27,28,28,28,27,26,25,23,21,20,19,19,18,17,17,16,16,29
16,16,16,18,19,21,23,24,25,26,27,27,27,26,24,23,21,20,19,18,17,17,17,16,16,29
16,16,17,17,17,19,22,25,27,27,28,29,28,27,26,24,22,21,20,19,18,17,17,16,17,32
16,16,16,18,21,23,26,27,28,29,30,30,29,28,27,25,23,22,21,20,19,19,18,18,17,33
17,17,17,18,18,18,19,22,22,23,24,23,23,22,20,19,19,18,18,17,17,17,16,16,15,24
14,13,14,17,19,20,22,23,24,25,26,26,26,26,25,22,21,19,18,17,16,16,15,15,14,29
15,15,16,18,20,22,24,26,28,28,29,28,29,29,27,26,24,22,21,20,19,18,19,19,18,29
16,16,16,16,16,17,18,22,23,25,26,26,25,25,24,21,19,18,18,17,16,16,16,16,16,28
13,13,13,16,18,20,22,23,24,25,25,25,25,25,24,22,21,19,18,17,17,17,17,17,17,27
18,17,17,18,18,19,19,22,23,24,24,25,25,24,22,21,19,18,18,18,18,17,17,17,17,25
18,18,18,20,22,25,26,27,28,29,29,29,28,27,26,24,22,21,20,19,19,18,17,17,17,30
16,15,16,18,18,19,20,22,23,24,25,26,25,25,24,22,21,19,17,17,16,15,15,15,15,29
16,16,16,16,17,17,18,22,23,24,25,25,24,22,20,19,18,18,17,17,17,17,16,16,16,26
19,19,19,19,20,21,22,22,24,24,24,23,22,21,20,19,19,19,19,19,18,18,18,18,18,25
18,18,18,18,19,19,19,19,21,22,22,23,23,23,21,20,20,18,19,19,18,18,18,18,18,25
19,19,19,20,20,21,24,22,23,25,24,24,23,22,21,20,19,19,19,19,19,18,18,18,18,26
17,17,17,17,18,22,23,24,24,26,26,26,25,24,23,22,19,18,18,18,18,18,18,17,17,27
16,16,16,17,18,20,22,24,25,26,27,28,26,25,24,22,19,18,18,17,17,16,16,15,15,28
17,16,16,17,19,20,22,23,25,26,26,27,27,27,25,23,21,20,18,17,16,17,17,17,17,29
17,17,17,17,18,18,20,23,23,24,25,26,24,23,22,20,18,18,18,18,18,17,16,16,16,26
16,16,16,17,17,18,21,23,24,25,26,26,27,26,25,23,21,20,19,18,18,17,17,17,17,30
15,15,15,18,19,21,23,24,25,26,27,27,27,27,25,23,22,20,19,19,18,18,18,18,17,28
15,15,15,18,19,21,22,24,25,26,27,27,26,25,24,22,20,19,19,18,17,17,16,16,16,29
19,19,19,19,19,19,21,25,25,25,24,24,23,22,21,20,19,19,19,19,19,19,18,18,18,25
18,18,18,18,19,19,20,21,25,27,27,27,26,25,24,23,22,20,19,19,19,19,19,18,18,26
17,17,17,18,18,19,22,23,25,25,25,25,24,24,23,21,19,18,18,18,18,17,16,15,15,26
18,18,18,18,19,20,21,23,25,26,26,26,25,24,22,21,19,19,19,19,18,18,18,18,17,26
18,18,18,18,21,24,23,24,24,24,23,23,23,23,21,19,19,19,19,19,19,19,18,18,18,25
17,17,17,18,18,20,20,23,22,24,25,25,24,24,22,20,19,18,18,18,17,17,17,16,16,25
19,19,19,19,20,23,25,27,28,29,29,28,28,27,25,24,22,21,20,19,18,18,17,18,17,29
18,18,18,19,22,23,23,24,25,24,24,23,23,23,21,19,19,19,19,19,19,18,18,18,18,25
15,14,15,16,17,18,20,21,24,25,25,25,25,25,23,21,20,18,17,18,18,17,17,17,17,27
20,20,20,20,21,22,23,23,25,26,26,25,24,24,23,20,20,20,19,19,19,19,18,18,18,25
18,18,18,18,19,21,23,23,23,23,23,23,22,22,21,19,19,19,19,18,18,18,18,18,18,23
19,18,18,19,19,19,21,24,24,26,26,26,26,24,23,22,20,19,19,19,19,19,19,18,18,26
18,17,17,21,23,24,26,27,25,26,27,27,25,23,22,20,19,19,19,19,18,18,17,17,17,27
15,15,15,16,16,17,19,22,23,24,25,25,24,24,22,20,19,17,17,17,17,17,17,17,16,26
15,15,15,16,17,20,23,24,25,26,25,26,26,25,24,22,20,19,18,17,17,16,16,15,15,28
16,15,16,17,18,20,22,23,25,26,27,27,26,26,25,23,21,19,18,17,16,16,15,15,15,27
16,16,16,16,17,20,21,23,24,26,26,26,26,26,25,23,21,19,18,17,17,17,17,17,17,29
16,16,17,17,18,19,22,25,26,28,28,29,28,27,26,24,22,21,19,19,18,17,17,16,16,30
17,17,17,17,18,19,22,24,26,27,27,28,27,27,25,23,21,20,19,18,17,18,18,17,17,29
18,18,18,19,20,21,23,24,24,25,25,25,24,23,22,20,19,19,19,19,18,18,18,18,18,26
18,19,18,19,19,20,20,24,25,25,26,26,25,24,23,22,20,19,18,19,19,19,18,18,18,25
18,18,18,20,22,23,25,26,26,27,27,26,25,24,21,19,19,19,19,19,18,17,17,17,17,26
18,18,18,18,19,20,20,23,23,23,23,22,20,20,20,19,19,19,19,18,18,18,18,17,17,24
17,17,17,18,18,19,22,24,25,26,27,27,27,24,23,21,19,18,18,18,18,17,17,17,17,28
17,17,16,17,18,20,22,24,25,26,27,27,27,27,26,24,21,20,19,18,17,17,17,17,17,29
18,17,18,20,21,23,24,25,26,24,25,25,24,23,22,20,19,18,18,18,18,18,17,17,17,27
18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,26
15,15,15,18,19,21,22,24,25,26,26,26,26,25,24,22,20,19,18,18,17,16,16,16,15,29
17,16,16,17,18,19,22,23,25,26,27,27,27,26,26,24,22,20,19,18,17,16,16,16,16,30
20,19,19,20,21,22,22,22,22,22,22,22,21,21,20,19,19,19,18,18,18,18,18,18,17,22
19,19,19,19,21,22,24,24,23,24,24,24,23,23,21,20,19,19,19,19,19,19,18,18,18,26
18,18,18,18,19,19,22,24,25,25,25,24,23,23,22,20,19,19,19,19,19,18,18,18,18,24
15,15,15,18,20,21,22,23,25,25,25,24,24,24,23,22,20,19,18,18,18,17,16,16,16,31
18,18,18,21,23,24,25,26,27,27,27,27,26,25,23,21,20,19,19,19,18,17,16,17,17,26
17,17,17,17,18,19,22,23,25,26,27,27,27,27,25,23,21,20,19,19,18,18,18,17,17,29
17,17,17,18,19,20,22,23,23,23,23,22,22,22,21,20,19,19,19,18,18,18,18,18,17,23
15,15,15,18,20,22,24,25,26,27,27,25,25,25,25,24,21,20,19,18,18,17,16,16,16,26
15,14,15,17,19,21,23,25,26,27,27,27,27,27,25,23,22,21,21,20,19,19,18,17,17,32
17,17,17,18,18,19,23,24,25,26,27,27,26,23,23,21,19,19,18,18,18,18,18,17,17,26
18,18,18,20,21,22,23,25,26,27,28,26,25,23,22,20,19,18,18,18,18,18,17,17,17,27
16,16,16,19,21,23,25,27,28,29,30,30,29,28,27,25,23,22,21,20,19,19,18,18,17,33
17,17,17,17,18,19,21,23,24,25,24,25,24,22,21,20,18,18,18,17,17,16,16,16,15,26
14,14,15,17,19,21,22,24,25,25,26,24,24,24,23,22,20,19,18,18,17,17,17,16,15,30
18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,19,19,18,18,18,18,18,18,18,18,26
19,19,18,18,18,19,19,19,19,20,20,20,20,20,20,20,19,19,18,18,18,18,18,18,18,25
16,16,16,16,16,17,21,23,25,25,25,26,26,25,23,21,20,18,18,17,17,17,17,17,17,27
17,17,17,17,18,19,20,23,25,26,27,27,27,25,24,22,20,19,19,18,17,16,16,16,16,28
18,17,17,17,17,18,22,24,25,25,25,25,24,23,22,20,19,18,17,17,17,17,16,16,16,25
17,16,17,17,18,18,20,22,24,25,26,26,26,25,23,21,20,19,18,17,16,15,15,14,14,29
17,17,16,17,17,22,23,24,24,24,23,23,22,21,19,19,19,19,19,18,18,18,18,18,17,25
18,18,18,18,19,20,23,24,26,27,28,28,28,27,26,24,22,20,19,18,17,17,16,16,15,29
15,16,16,17,19,23,24,25,26,26,26,25,24,22,20,19,18,18,17,16,15,16,16,16,16,25
15,14,14,16,17,20,23,24,25,25,25,25,24,23,22,20,19,18,18,18,18,17,17,17,16,25
17,17,17,17,18,18,20,23,25,27,28,28,28,27,25,23,21,19,18,17,16,16,16,16,16,29
15,15,14,15,16,19,22,24,25,26,26,26,25,24,23,21,20,19,19,18,18,17,17,17,17,26
16,16,16,17,18,19,22,24,26,27,27,27,25,24,23,21,20,19,18,18,17,17,17,17,17,27
17,17,17,17,18,19,21,23,25,26,26,26,26,24,23,21,19,18,18,17,16,16,15,14,14,27
16,15,15,17,20,21,22,24,25,25,25,23,21,20,19,19,19,19,18,18,18,17,17,17,17,24
16,16,16,17,17,19,23,24,25,25,26,25,25,24,23,21,20,18,17,17,16,16,16,15,15,25
15,14,15,17,20,21,23,25,25,25,24,24,23,22,20,19,18,18,18,18,18,18,17,17,17,24
17,16,16,17,17,18,20,21,22,22,22,21,19,19,19,19,18,17,17,16,16,16,16,15,15,21
17,16,16,17,17,19,22,24,25,25,25,24,24,22,21,19,18,18,16,16,16,16,16,15,14,26
17,16,16,16,17,19,21,22,23,25,25,25,24,24,23,21,18,17,16,17,16,16,16,15,14,29
18,17,17,17,18,19,20,23,25,27,27,27,27,23,21,20,19,18,18,18,17,16,16,16,16,28
18,18,18,18,18,19,20,24,25,27,28,28,28,27,26,23,21,20,19,18,17,17,16,15,15,31
17,17,17,17,17,22,24,25,25,25,24,24,24,23,23,22,21,19,19,18,17,17,16,16,15,26
15,15,16,20,21,22,23,24,25,26,26,26,25,24,23,21,20,19,19,18,17,16,16,16,15,31
17,17,17,17,17,17,18,20,22,24,25,26,26,26,25,23,20,18,17,16,15,14,14,14,13,29
19,18,18,18,18,19,23,25,26,27,28,28,28,27,25,23,21,20,19,18,18,18,17,17,17,29
14,14,15,17,20,22,23,24,25,24,25,24,23,22,20,18,18,18,18,18,18,17,17,17,16,24
16,16,17,18,19,21,22,24,25,26,27,28,28,27,26,25,22,20,19,18,17,17,16,15,15,28
18,18,18,18,19,20,23,25,27,28,29,29,29,28,27,24,22,21,20,19,18,17,17,16,16,32
17,17,17,17,17,18,19,21,24,25,26,26,26,25,23,21,20,19,18,18,16,15,15,15,16,28
18,18,18,18,18,19,20,23,25,27,28,27,28,27,26,23,21,20,19,18,17,16,16,15,15,30
18,17,17,18,18,19,20,23,25,26,27,27,26,26,24,22,20,19,18,18,17,16,15,15,15,30
16,16,16,17,19,21,23,25,26,26,27,27,27,27,25,23,21,20,19,18,17,17,16,16,15,27
16,16,16,17,18,23,23,25,25,25,25,24,23,21,19,19,18,18,18,18,17,17,17,17,17,25
17,17,17,17,18,20,22,24,26,28,28,28,27,25,23,23,21,20,19,18,17,17,16,17,17,28
18,17,17,18,18,19,20,23,25,26,27,27,26,26,24,22,20,19,18,18,17,16,15,15,15,30
17,17,17,17,18,19,20,23,25,26,27,27,26,25,23,21,19,19,19,18,16,16,16,16,16,28
16,15,16,18,19,21,23,25,26,26,27,27,26,26,25,23,20,18,17,17,16,15,15,14,14,27
17,17,17,17,18,18,19,21,24,25,26,26,25,25,24,22,20,18,18,17,17,17,16,16,16,30
18,18,18,18,19,21,23,25,26,28,29,29,29,28,27,26,23,22,20,19,18,17,17,16,15,28
18,18,18,19,19,20,21,25,27,28,29,30,29,29,27,24,22,21,20,19,18,18,17,16,16,31
17,17,17,17,17,17,17,17,18,19,20,20,20,20,20,20,20,20,19,19,19,19,18,18,18,25
16,16,16,17,21,24,24,24,25,25,25,24,23,21,20,19,19,19,18,18,17,17,17,17,17,24
18,17,18,18,18,19,24,26,27,28,28,29,28,27,26,23,21,20,20,20,18,18,17,17,16,29
16,16,16,16,17,18,20,21,22,22,21,20,19,19,18,18,18,18,18,17,16,16,16,16,16,22
17,17,17,18,18,19,23,25,27,28,28,28,27,26,25,24,22,21,20,20,20,18,17,18,18,28
16,16,16,17,18,19,23,26,27,27,27,26,25,25,24,23,21,20,19,18,17,17,17,17,17,27
18,18,18,18,18,19,20,25,26,27,27,26,26,25,24,23,22,21,20,19,19,18,17,17,16,27
19,19,19,19,19,20,23,25,27,28,29,30,30,28,27,25,22,21,20,20,19,18,18,17,17,30
18,18,18,18,18,19,20,22,25,26,28,28,28,28,27,24,22,21,20,18,17,16,16,15,15,30
17,17,17,17,17,18,20,22,24,26,26,26,26,25,24,21,20,18,18,18,16,15,16,16,16,28
16,17,17,18,18,19,22,26,27,28,27,27,26,25,23,21,20,19,19,18,18,18,17,17,17,27
17,17,17,17,18,22,24,25,25,26,25,24,23,21,20,19,19,19,19,18,18,18,18,17,17,26
15,15,15,16,20,22,23,24,24,24,24,23,20,19,19,19,18,18,18,18,17,17,17,17,17,23
17,16,16,16,16,17,19,20,20,21,21,20,19,19,19,19,19,18,19,17,17,17,16,17,17,24
17,17,17,17,18,22,24,25,25,25,25,24,23,22,19,19,19,18,18,18,18,18,17,17,17,26
18,18,18,19,19,20,21,24,26,28,29,29,29,29,27,25,23,21,20,19,18,17,16,16,15,31
14,13,14,15,17,18,21,23,23,24,23,23,22,21,19,18,18,18,18,17,16,17,16,16,16,24
18,18,18,18,18,19,20,22,25,26,27,28,28,28,26,24,22,20,19,18,17,16,15,15,15,29
17,17,17,17,17,18,22,23,25,25,24,24,23,22,20,18,18,18,17,17,17,17,16,16,16,27
17,17,17,17,18,19,21,23,25,26,26,26,26,25,24,21,20,19,18,17,17,16,16,15,14,30
17,17,17,17,17,18,22,24,26,27,27,28,27,25,24,22,20,19,17,16,15,15,14,14,13,28
15,15,15,15,18,20,23,25,25,25,26,26,25,24,22,20,19,19,18,18,17,18,18,18,17,25
15,16,16,17,19,22,23,25,25,25,25,24,23,21,20,19,18,18,18,18,18,18,17,17,17,25
16,16,16,16,18,20,22,23,24,25,25,24,23,21,20,18,18,18,16,16,15,16,16,16,15,26
17,17,17,17,17,18,21,23,24,25,25,25,25,24,22,20,19,18,17,16,15,15,14,14,13,26
18,18,18,18,18,19,20,22,24,26,27,27,27,27,26,23,21,20,19,18,17,17,17,16,16,30
18,18,18,18,18,19,20,25,26,27,26,26,25,25,24,23,21,20,19,19,18,18,17,17,16,27
15,17,17,17,17,20,21,22,23,24,24,24,23,22,21,20,20,19,18,17,16,16,16,15,15,24
17,16,16,18,19,20,21,22,23,24,24,24,24,23,23,21,19,17,16,15,15,14,14,13,13,28
19,19,19,18,18,19,22,25,27,28,29,28,27,26,24,22,21,20,19,18,18,17,17,17,17,30
18,18,18,18,18,19,20,24,26,27,27,26,25,25,24,23,22,20,20,19,18,18,17,17,16,28
19,18,18,18,18,19,20,23,25,27,28,28,28,28,27,24,22,21,19,18,17,17,16,16,15,31
17,16,16,17,17,19,21,23,24,25,25,25,24,22,21,18,18,18,16,16,15,16,15,15,15,26
16,15,15,16,18,21,23,25,26,27,25,24,23,22,22,20,19,19,18,18,18,17,17,17,17,26
16,17,17,17,18,19,21,23,25,25,25,25,25,24,22,21,19,18,17,17,17,16,15,14,14,28
13,12,13,15,19,18,22,24,25,25,25,25,24,23,22,20,18,18,17,16,16,15,14,14,13,25
17,16,17,17,18,20,22,24,23,24,23,23,22,22,22,21,19,18,18,17,17,17,17,17,16,26
17,17,17,17,18,20,22,24,24,25,25,24,23,21,20,20,19,19,18,18,18,18,18,18,18,25
18,18,17,18,18,19,20,23,25,26,27,27,26,26,24,22,20,19,18,17,16,17,17,17,17,30
18,18,17,17,17,18,22,24,26,27,27,27,26,25,24,22,20,19,19,18,18,17,17,17,16,27
18,18,18,18,19,21,24,25,25,24,23,23,21,20,20,19,19,19,18,18,17,16,16,16,16,25
17,17,17,18,19,19,22,24,26,27,28,28,28,26,25,22,21,20,19,18,17,16,16,16,15,30
18,17,17,18,18,18,19,21,24,26,27,27,27,27,26,23,21,20,18,17,18,17,17,16,16,29
19,19,19,19,19,20,22,25,27,28,29,30,29,28,27,24,22,21,20,20,19,18,18,17,17,31
15,15,15,15,18,21,23,25,26,26,26,25,24,23,21,20,19,19,19,18,18,18,18,17,17,25
18,18,18,18,18,19,21,22,25,26,27,27,27,26,25,23,21,20,18,17,16,16,16,16,15,30
16,16,16,17,20,22,24,24,25,25,25,24,23,22,19,18,18,18,18,17,17,17,17,17,16,25
16,15,15,16,19,22,24,26,26,26,25,24,23,22,21,20,20,19,19,19,19,18,18,18,17,24
17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,24
17,17,17,17,17,18,19,21,23,25,25,25,25,24,22,20,19,17,16,17,17,15,14,14,13,27
18,18,18,18,19,21,23,24,26,26,26,26,26,26,25,23,23,22,21,20,19,18,17,17,16,25
19,18,18,18,18,19,22,25,27,27,27,28,28,27,25,24,22,21,20,19,18,18,17,17,18,28
16,16,16,16,17,17,18,19,20,22,22,22,22,21,20,18,18,19,18,17,17,17,17,17,17,23
16,16,17,18,19,22,22,23,23,23,23,23,22,20,19,19,19,19,18,18,18,18,18,17,17,25
17,17,17,17,18,18,19,22,25,26,27,28,27,27,25,23,21,19,18,17,17,16,15,16,16,30
16,16,17,17,17,21,23,25,26,27,27,27,26,24,22,21,19,18,17,17,16,15,15,16,16,28
16,15,16,17,18,21,23,24,25,25,25,24,23,21,19,18,19,18,18,17,17,17,17,17,17,25
17,17,17,17,17,18,21,22,23,24,24,24,23,22,21,20,18,18,17,17,16,16,16,15,15,24
17,17,17,17,17,17,18,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,25
17,17,17,17,18,19,22,24,25,26,26,26,25,23,22,20,19,18,18,18,18,17,17,17,16,27
16,16,16,16,16,17,20,22,24,24,25,25,23,23,21,19,17,17,16,15,14,14,13,13,12,28
18,18,18,18,19,20,23,24,25,26,26,26,26,27,26,24,22,20,19,19,18,17,17,17,16,26
19,18,18,18,18,19,21,25,27,28,28,28,27,25,24,22,20,20,19,18,18,17,17,17,17,28
17,17,17,18,18,18,19,21,23,25,26,27,27,27,25,23,20,19,18,18,17,16,15,15,14,29
17,17,16,17,19,22,23,24,25,24,24,23,22,20,19,19,19,19,18,18,18,18,18,18,17,23
17,17,17,17,17,18,19,21,24,25,26,26,26,24,22,21,19,18,18,16,16,15,14,14,13,27
15,15,15,18,21,22,24,26,24,26,25,26,24,24,23,21,19,19,18,18,18,17,16,17,17,26
18,17,17,18,18,19,24,25,25,25,24,24,23,21,19,19,18,18,18,18,17,17,17,17,17,24
17,17,17,17,17,17,18,22,24,25,26,26,26,25,23,21,19,18,17,16,16,16,16,15,15,29
17,17,17,17,17,18,21,22,22,23,23,22,20,19,19,19,19,19,18,18,18,17,17,17,17,24
15,15,15,18,20,21,23,24,25,26,27,27,26,25,24,23,20,19,18,17,16,16,15,15,14,31
17,17,17,17,17,18,20,23,24,24,24,23,23,23,22,21,20,19,18,18,17,17,17,17,17,24
17,17,17,17,17,17,17,17,17,17,17,17,18,18,19,18,18,18,18,19,19,19,19,19,19,23
17,17,17,17,17,18,21,23,25,26,27,28,27,27,24,21,19,18,17,16,15,16,16,16,16,29
18,18,18,18,18,19,20,22,25,27,28,28,28,27,26,24,22,20,19,19,18,18,17,16,15,30
18,17,17,18,18,19,21,22,25,26,27,27,27,26,25,22,20,19,18,17,17,16,15,16,15,29
17,17,17,17,18,21,23,22,22,23,22,23,21,19,18,18,18,18,17,17,17,15,15,15,15,24
19,19,18,19,19,20,21,24,26,27,29,29,29,28,27,24,22,21,20,19,18,17,17,16,16,31
16,17,17,17,18,19,21,23,25,26,27,27,27,27,25,23,21,19,19,18,17,16,16,15,15,28
17,18,18,18,19,19,21,24,26,28,29,28,28,27,25,23,21,20,19,18,17,17,16,16,15,31
16,16,16,17,17,18,22,23,25,26,26,26,25,23,22,20,18,18,17,16,16,15,16,16,16,27
17,17,17,17,17,20,22,23,24,24,24,23,22,21,21,20,19,18,18,18,18,18,18,17,18,25
16,16,16,16,17,17,19,22,24,25,26,26,24,23,22,19,18,17,16,16,16,16,15,14,14,28
17,16,17,17,18,19,22,24,25,26,26,26,26,25,23,21,20,19,19,18,17,16,16,16,15,28
18,18,18,18,19,19,21,25,27,28,29,29,29,28,26,24,22,20,19,19,18,17,17,16,16,30
14,14,14,18,19,20,21,22,23,23,22,22,20,19,18,18,18,18,18,17,17,17,17,16,16,23
18,18,18,18,19,20,21,26,27,28,28,27,26,24,23,21,20,19,19,18,18,17,17,17,16,28
16,17,17,18,19,19,20,20,23,23,23,22,21,20,19,19,19,18,18,17,17,16,16,17,17,24
18,18,17,17,18,21,23,24,25,26,26,25,24,21,20,20,19,19,19,19,18,18,18,18,18,26
16,16,16,16,17,20,24,25,26,27,26,25,25,22,22,20,18,18,18,18,17,16,16,16,16,26
17,17,16,17,17,19,20,21,22,23,24,24,24,23,23,21,18,17,16,16,16,15,14,13,13,27
17,16,17,17,18,20,23,25,26,26,27,27,27,26,25,23,21,19,18,17,16,15,15,14,14,26
17,17,17,17,18,21,23,25,26,26,25,24,23,20,20,20,19,19,19,18,18,18,18,18,18,24
17,17,17,17,17,17,17,17,17,17,17,17,18,18,19,19,19,19,19,18,18,18,18,18,18,26
18,18,18,19,19,20,21,24,26,27,28,29,29,28,27,25,22,21,20,19,19,17,17,16,15,30
19,19,19,19,20,21,22,26,29,30,31,31,30,30,28,26,23,22,21,20,19,18,17,16,15,32
17,16,16,17,17,18,20,22,23,24,25,25,24,24,22,20,19,18,17,16,17,16,16,15,14,28
17,17,17,17,18,18,19,22,24,25,26,26,26,25,24,22,20,19,18,17,17,17,16,16,16,30
18,18,18,18,19,20,21,23,25,27,28,29,29,28,26,24,22,21,20,19,18,17,16,16,15,32
17,17,18,18,18,20,23,25,27,28,28,27,26,25,24,22,20,19,19,18,18,17,17,17,16,27
18,17,17,18,18,20,23,25,24,25,24,25,24,23,21,20,19,19,18,18,18,18,16,16,16,25
17,17,17,17,17,18,20,22,23,23,23,22,20,19,19,19,18,18,18,18,18,18,17,17,17,24
15,14,15,17,17,19,22,24,25,25,25,25,25,24,22,20,18,17,16,15,15,14,14,14,13,27
17,17,17,17,18,21,23,24,25,26,25,24,22,20,20,20,19,19,19,19,18,18,18,18,18,25
15,16,16,17,18,20,21,23,25,26,27,27,27,25,24,21,20,19,18,17,17,17,16,15,15,29
17,17,17,17,17,17,17,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,24
17,17,17,17,17,18,19,22,24,26,27,27,27,26,24,22,20,19,17,16,16,16,16,16,16,28
18,18,18,18,19,19,21,23,25,27,27,28,28,27,25,23,21,20,19,18,18,17,16,16,15,30
18,18,18,18,19,20,23,23,22,23,23,22,21,20,19,19,19,19,18,17,17,16,16,16,16,24
18,18,17,17,18,18,21,24,25,27,26,25,23,23,22,21,20,18,18,18,17,17,17,17,17,24
17,17,17,18,18,21,24,24,25,24,23,24,24,22,20,19,19,18,18,17,17,16,15,15,15,25
16,15,16,17,19,22,23,25,26,27,28,28,27,24,23,22,20,19,18,17,17,16,16,17,17,28
